hotel_class,region_id,url,phone,details,address,type,id,name
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73937-Reviews-Residence_Inn_Phoenix-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '8242 N Black Canyon Freeway', 'postal-code': '85051', 'locality': 'Phoenix'}",hotel,73937,Residence Inn Phoenix
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d1176612-Reviews-Comfort_Inn_Phoenix-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2641 W Union Hills Dr', 'postal-code': '85027', 'locality': 'Phoenix'}",hotel,1176612,Comfort Inn Phoenix
2.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73712-Reviews-Super_8_Phoenix-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '17211 North Black Canyon Hwy', 'postal-code': '85023', 'locality': 'Phoenix'}",hotel,73712,Super 8 Phoenix
2.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d223039-Reviews-Extended_Stay_America_Phoenix_Chandler_E_Chandler_Blvd-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '5035 East Chandler Boulevard', 'postal-code': '85048', 'locality': 'Phoenix'}",hotel,223039,Extended Stay America - Phoenix - Chandler - E. Chandler Blvd.
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d119314-Reviews-Mainstay_Suites_Metro_Center-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '9455 North Black Canyon Highway', 'postal-code': '85021', 'locality': 'Phoenix'}",hotel,119314,Mainstay Suites Metro Center
,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73884-Reviews-Motel_6_Phoenix_Northern_Avenue-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '8152 N Black Canyon Hwy', 'postal-code': '85051', 'locality': 'Phoenix'}",hotel,73884,Motel 6 Phoenix - Northern Avenue
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d112175-Reviews-Extended_Stay_America_Phoenix_Biltmore-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '5235 N. 16th St.', 'postal-code': '85016', 'locality': 'Phoenix'}",hotel,112175,Extended Stay America - Phoenix - Biltmore
2.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d74657-Reviews-Extended_Stay_America_Phoenix_Metro_Center-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '11211 North Black Canyon Highway', 'postal-code': '85029', 'locality': 'Phoenix'}",hotel,74657,Extended Stay America - Phoenix - Metro Center
2.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d74936-Reviews-Extended_Stay_America_Phoenix_Chandler-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '14245 S. 50th Street', 'postal-code': '85044', 'locality': 'Phoenix'}",hotel,74936,Extended Stay America - Phoenix - Chandler
2.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d74752-Reviews-Phoenix_Metro_North_Super_8_Motel-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '8130 North Black Canyon Hwy', 'postal-code': '85051', 'locality': 'Phoenix'}",hotel,74752,Phoenix Metro North Super 8 Motel
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73825-Reviews-Holiday_Inn_Phoenix_West-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '1500 N. 51st Ave.', 'postal-code': '85043', 'locality': 'Phoenix'}",hotel,73825,Holiday Inn Phoenix-West
3.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73905-Reviews-Phoenix_Place_Hotel_Suites-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '3600 N. Second Ave.', 'postal-code': '85013', 'locality': 'Phoenix'}",hotel,73905,Phoenix Place Hotel & Suites
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d218100-Reviews-InnPlace_Hotel_Phoenix_North-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '10220 N. Metro Pkwy E.', 'postal-code': '85051', 'locality': 'Phoenix'}",hotel,218100,InnPlace Hotel Phoenix North
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d112162-Reviews-Hotel_San_Carlos-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '202 North Central Ave.', 'postal-code': '85004', 'locality': 'Phoenix'}",hotel,112162,Hotel San Carlos
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73840-Reviews-Holiday_Inn_Phoenix_Downtown_North-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '212 W Osborn', 'postal-code': '85013', 'locality': 'Phoenix'}",hotel,73840,Holiday Inn Phoenix Downtown North
2.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73950-Reviews-Sleep_Inn_Airport-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2621 S. 47th Pl.', 'postal-code': '85034', 'locality': 'Phoenix'}",hotel,73950,Sleep Inn Airport
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d239947-Reviews-TownePlace_Suites_Phoenix_Metrocenter_Mall-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '9425 North Black Canyon Freeway', 'postal-code': '85021', 'locality': 'Phoenix'}",hotel,239947,TownePlace Suites Phoenix Metrocenter Mall
3.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73821-Reviews-Hilton_Phoenix_Airport-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2435 South 47th Street', 'postal-code': '85034-6410', 'locality': 'Phoenix'}",hotel,73821,Hilton Phoenix Airport
2.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d118775-Reviews-Red_Roof_Phoenix_North_Bell_Road-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '17222 N. Black Canyon Highway', 'postal-code': '85053', 'locality': 'Phoenix'}",hotel,118775,Red Roof Phoenix North - Bell Road
3.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d119355-Reviews-Coast_Phoenix_Sky_Harbor_Hotel-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '4300 East Washington Street', 'postal-code': '85034', 'locality': 'Phoenix'}",hotel,119355,Coast Phoenix Sky Harbor Hotel
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d239800-Reviews-Hilton_Garden_Inn_Phoenix-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '4000 North Central Avenue', 'postal-code': '85012', 'locality': 'Phoenix'}",hotel,239800,Hilton Garden Inn Phoenix
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d262398-Reviews-SpringHill_Suites_Phoenix_North-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '9425 North Black Canyon Freeway', 'postal-code': '85021', 'locality': 'Phoenix'}",hotel,262398,SpringHill Suites Phoenix North
2.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d240681-Reviews-Econo_Lodge_Airport-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '3037 East Van Buren St', 'postal-code': '85008', 'locality': 'Phoenix'}",hotel,240681,Econo Lodge Airport
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d74583-Reviews-Fairfield_Inn_Phoenix_Airport-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '4702 E University Drive', 'postal-code': '85034', 'locality': 'Phoenix'}",hotel,74583,Fairfield Inn Phoenix Airport
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d223036-Reviews-Comfort_Inn_Phoenix_West-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '5152 W. Latham Street', 'postal-code': '85043', 'locality': 'Phoenix'}",hotel,223036,Comfort Inn Phoenix West
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73751-Reviews-Courtyard_by_Marriott_Phoenix_North-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '9631 North Black Canyon Highway', 'postal-code': '85021', 'locality': 'Phoenix'}",hotel,73751,Courtyard by Marriott Phoenix North
2.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d74669-Reviews-Sleep_Inn_North-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '18235 N. 27th Avenue', 'postal-code': '85053', 'locality': 'Phoenix'}",hotel,74669,Sleep Inn North
2.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73706-Reviews-BEST_WESTERN_Airport_Inn-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2425 South 24th Street', 'postal-code': '85034', 'locality': 'Phoenix'}",hotel,73706,BEST WESTERN Airport Inn
3.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73855-Reviews-Hyatt_Regency_Phoenix-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '122 North 2nd Street', 'postal-code': '85004', 'locality': 'Phoenix'}",hotel,73855,Hyatt Regency Phoenix
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73805-Reviews-BEST_WESTERN_Phoenix_I_17_MetroCenter_Inn-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '8101 North Black Canyon Highway', 'postal-code': '85021', 'locality': 'Phoenix'}",hotel,73805,BEST WESTERN Phoenix I-17 MetroCenter Inn
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73862-Reviews-La_Quinta_Inn_Phoenix_North-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2510 West Greenway Road', 'postal-code': '85023', 'locality': 'Phoenix'}",hotel,73862,La Quinta Inn Phoenix North
3.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d74548-Reviews-Marriott_Phoenix_Airport-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '1101 North 44th Street', 'postal-code': '85008', 'locality': 'Phoenix'}",hotel,74548,Marriott Phoenix Airport
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d74826-Reviews-Courtyard_by_Marriott_Phoenix_Camelback-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2101 East Camelback Road', 'postal-code': '85016', 'locality': 'Phoenix'}",hotel,74826,Courtyard by Marriott Phoenix Camelback
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d74590-Reviews-Courtyard_by_Marriott_Phoenix_Airport-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2621 South 47th Street', 'postal-code': '85034', 'locality': 'Phoenix'}",hotel,74590,Courtyard by Marriott Phoenix Airport
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73787-Reviews-Holiday_Inn_Suites_Phoenix_Airport_North-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '1515 North 44th Street', 'postal-code': '85008', 'locality': 'Phoenix'}",hotel,73787,Holiday Inn & Suites Phoenix Airport North
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d74545-Reviews-Residence_Inn_Phoenix_Airport-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '801 North 44th Street', 'postal-code': '85008', 'locality': 'Phoenix'}",hotel,74545,Residence Inn Phoenix Airport
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73810-Reviews-Hampton_Inn_Phoenix_Midtown_Downtown_Area-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '160 West Catalina Drive', 'postal-code': '85013', 'locality': 'Phoenix'}",hotel,73810,Hampton Inn Phoenix Midtown (Downtown Area)
4.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d277997-Reviews-Pointe_Hilton_Tapatio_Cliffs_Resort-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '11111 North 7th Street', 'postal-code': '85020', 'locality': 'Phoenix'}",hotel,277997,Pointe Hilton Tapatio Cliffs Resort
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d119351-Reviews-Homewood_Suites_by_Hilton_Phoenix_Biltmore-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2001 E. Highland Avenue', 'postal-code': '85016', 'locality': 'Phoenix'}",hotel,119351,Homewood Suites by Hilton Phoenix - Biltmore
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d73739-Reviews-BEST_WESTERN_PLUS_InnSuites_Phoenix_Hotel_Suites-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '1615 East Northern Ave.', 'postal-code': '85020', 'locality': 'Phoenix'}",hotel,73739,BEST WESTERN PLUS InnSuites Phoenix Hotel & Suites
,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d866698-Reviews-Courtyard_Phoenix_North_Happy_Valley-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2029 Whispering Wind Drive', 'postal-code': '85085', 'locality': 'Phoenix'}",hotel,866698,Courtyard Phoenix North / Happy Valley
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d754229-Reviews-Hyatt_Place_Phoenix_North-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '10838 North 25th Avenue', 'postal-code': '85029', 'locality': 'Phoenix'}",hotel,754229,Hyatt Place Phoenix - North
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d729371-Reviews-Hilton_Garden_Inn_Phoenix_North_Happy_Valley-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '1940 W Pinnacle Peak Rd', 'postal-code': '85027', 'locality': 'Phoenix'}",hotel,729371,Hilton Garden Inn Phoenix North Happy Valley
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d119356-Reviews-Hampton_Inn_Phoenix_Airport_North-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '601 North 44th Street', 'postal-code': '85008', 'locality': 'Phoenix'}",hotel,119356,Hampton Inn Phoenix Airport North
,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d866697-Reviews-Residence_Inn_Phoenix_North_Happy_Valley-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2035 West Whispering Wind Drive', 'postal-code': '85085', 'locality': 'Phoenix'}",hotel,866697,Residence Inn Phoenix North/Happy Valley
3.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d115482-Reviews-DoubleTree_Suites_by_Hilton_Phoenix-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '320 North 44th Street', 'postal-code': '85008', 'locality': 'Phoenix'}",hotel,115482,DoubleTree Suites by Hilton Phoenix
4.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d112179-Reviews-The_Ritz_Carlton_Phoenix-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2401 E Camelback Rd', 'postal-code': '85016', 'locality': 'Phoenix'}",hotel,112179,The Ritz-Carlton Phoenix
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d1174692-Reviews-Aloft_Phoenix_Airport-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '4450 East Washington', 'postal-code': '85034', 'locality': 'Phoenix'}",hotel,1174692,Aloft Phoenix-Airport
2.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d224733-Reviews-Candlewood_Suites_Phoenix-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '11411 N Black Canyon Highway', 'postal-code': '85029', 'locality': 'Phoenix'}",hotel,224733,Candlewood Suites Phoenix
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d223273-Reviews-Holiday_Inn_Express_Phoenix_Downtown-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '620 N. 6th St.', 'postal-code': '85004', 'locality': 'Phoenix'}",hotel,223273,Holiday Inn Express Phoenix Downtown
3.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d74626-Reviews-Legacy_Golf_Resort-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '6808 South 32nd St.', 'postal-code': '85042', 'locality': 'Phoenix'}",hotel,74626,Legacy Golf Resort
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d677854-Reviews-Courtyard_by_Marriott_Phoenix_West_Avondale-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '1650 North 95th Lane', 'postal-code': '85037', 'locality': 'Phoenix'}",hotel,677854,Courtyard by Marriott Phoenix West/Avondale
3.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d112154-Reviews-Embassy_Suites_Hotel_Phoenix_Biltmore-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2630 East Camelback', 'postal-code': '85016', 'locality': 'Phoenix'}",hotel,112154,Embassy Suites Hotel Phoenix Biltmore
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d119353-Reviews-Homewood_Suites_by_Hilton_Phoenix_Metro_Center-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2536 West Beryl Ave', 'postal-code': '85021', 'locality': 'Phoenix'}",hotel,119353,Homewood Suites by Hilton Phoenix-Metro Center
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d1158679-Reviews-Residence_Inn_Phoenix_Desert_View_at_Mayo_Clinic-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '5665 E Mayo Boulevard', 'postal-code': '85054', 'locality': 'Phoenix'}",hotel,1158679,Residence Inn Phoenix Desert View at Mayo Clinic
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d240682-Reviews-Fairfield_Inn_Suites_Phoenix-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2520 N Central Ave.', 'postal-code': '85004', 'locality': 'Phoenix'}",hotel,240682,Fairfield Inn & Suites - Phoenix
4.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d286542-Reviews-Marriott_s_Canyon_Villas-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '5220 E. Marriott Drive', 'postal-code': '85054', 'locality': 'Phoenix'}",hotel,286542,Marriott's Canyon Villas
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d223035-Reviews-Hilton_Garden_Inn_Phoenix_Airport-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '3422 East Elwood', 'postal-code': '85040', 'locality': 'Phoenix'}",hotel,223035,Hilton Garden Inn Phoenix Airport
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d74927-Reviews-La_Quinta_Inn_Suites_Phoenix_Chandler-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '15241 South 50th Street', 'postal-code': '85044', 'locality': 'Phoenix'}",hotel,74927,La Quinta Inn & Suites Phoenix Chandler
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d1176581-Reviews-Hilton_Garden_Inn_Phoenix_Airport_North-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '3838 E. Van Buren', 'postal-code': '85008', 'locality': 'Phoenix'}",hotel,1176581,Hilton Garden Inn Phoenix Airport North
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d1485459-Reviews-Homewood_Suites_Phoenix_Airport_South-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '4750 East Cotton Center Blvd', 'postal-code': '85040', 'locality': 'Phoenix'}",hotel,1485459,Homewood Suites Phoenix Airport South
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d1657449-Reviews-Holiday_Inn_Hotel_Suites_Phoenix_Airport-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '3220 S. 48th Street', 'postal-code': '85040', 'locality': 'Phoenix'}",hotel,1657449,Holiday Inn Hotel & Suites Phoenix Airport
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d1201061-Reviews-Homewood_Suites_Phoenix_North_Happy_Valley-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2470 West Charlotte Drive', 'postal-code': '85085', 'locality': 'Phoenix'}",hotel,1201061,Homewood Suites Phoenix North - Happy Valley
2.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d74845-Reviews-Comfort_Inn_West-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '1344 N 27th Ave', 'postal-code': '85009', 'locality': 'Phoenix'}",hotel,74845,Comfort Inn West
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d634649-Reviews-La_Quinta_Inn_Suites_Phoenix_I_10_West-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '4929 West McDowell Road', 'postal-code': '85035', 'locality': 'Phoenix'}",hotel,634649,La Quinta Inn & Suites Phoenix I-10 West
2.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d119365-Reviews-Budget_Lodge_Downtown_Phoenix-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '402 W Van Buren St', 'postal-code': '85003', 'locality': 'Phoenix'}",hotel,119365,Budget Lodge Downtown Phoenix
4.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d223860-Reviews-JW_Marriott_Desert_Ridge_Resort_Spa_Phoenix-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '5350 E Marriott Drive', 'postal-code': '85054', 'locality': 'Phoenix'}",hotel,223860,JW Marriott Desert Ridge Resort & Spa Phoenix
4.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d1147292-Reviews-Sheraton_Phoenix_Downtown_Hotel-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '340 North 3rd Street', 'postal-code': '85004', 'locality': 'Phoenix'}",hotel,1147292,Sheraton Phoenix Downtown Hotel
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d1200121-Reviews-Hampton_Inn_Suites_Phoenix_North_Happy_Valley-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2550 West Charlotte Drive', 'postal-code': '85085', 'locality': 'Phoenix'}",hotel,1200121,Hampton Inn & Suites Phoenix North / Happy Valley
3.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d564652-Reviews-Radisson_Hotel_Phoenix_Airport-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '427 North 44th Street', 'postal-code': '85008', 'locality': 'Phoenix'}",hotel,564652,Radisson Hotel Phoenix Airport
2.5,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d225578-Reviews-Hampton_Inn_Phoenix_Anthem-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '42415 41st Drive', 'postal-code': '85086', 'locality': 'Phoenix'}",hotel,225578,Hampton Inn Phoenix/Anthem
4.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d2015227-Reviews-Westin_Phoenix_Downtown-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '333 North Central Avenue', 'postal-code': '85004', 'locality': 'Phoenix'}",hotel,2015227,Westin Phoenix Downtown
4.0,31310,http://www.tripadvisor.com/Hotel_Review-g31310-d2627745-Reviews-Hotel_Palomar_Phoenix_a_Kimpton_Hotel-Phoenix_Arizona.html,,,"{'region': 'AZ', 'street-address': '2 East Jefferson Street', 'postal-code': '85004', 'locality': 'Phoenix'}",hotel,2627745,Hotel Palomar Phoenix - a Kimpton Hotel
2.5,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d109571-Reviews-La_Quinta_Inn_Suites_Dallas_Addison_Galleria-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '14925 Landmark Boulevard', 'postal-code': '75245', 'locality': 'Dallas'}",hotel,109571,La Quinta Inn & Suites Dallas Addison Galleria
4.5,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d114948-Reviews-Luxe_Stoneleigh_Hotel_Spa-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '2927 Maple Ave.', 'postal-code': '75201', 'locality': 'Dallas'}",hotel,114948,Luxe Stoneleigh Hotel & Spa
3.0,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d98733-Reviews-Embassy_Suites_Hotel_Dallas_Love_Field-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '3880 West Northwest Highway', 'postal-code': '75220', 'locality': 'Dallas'}",hotel,98733,Embassy Suites Hotel Dallas Love Field
3.5,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d109367-Reviews-Dallas_Marriott_Suites_Medical_Market_Center-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '2493 North Stemmons Freeway', 'postal-code': '75207', 'locality': 'Dallas'}",hotel,109367,Dallas Marriott Suites Medical/Market Center
2.5,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d1493264-Reviews-Holiday_Inn_Express_Hotel_Suites_Dallas_Galleria_Area-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '6055 LBJ Freeway', 'postal-code': '75240', 'locality': 'Dallas'}",hotel,1493264,Holiday Inn Express Hotel & Suites Dallas (Galleria Area)
4.0,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d98606-Reviews-The_Fairmont_Dallas-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '1717 North Akard Street', 'postal-code': '75201', 'locality': 'Dallas'}",hotel,98606,The Fairmont Dallas
3.0,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d109353-Reviews-Staybridge_Suites_Dallas_Addison-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '16060 Dallas Parkway', 'postal-code': '75248', 'locality': 'Dallas'}",hotel,109353,Staybridge Suites Dallas - Addison
4.0,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d585414-Reviews-Hyatt_Regency_DFW-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': 'International Pkwy', 'postal-code': '75261', 'locality': 'Dallas'}",hotel,585414,Hyatt Regency DFW
3.5,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d109345-Reviews-Hotel_Lumen_a_Kimpton_Hotel-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '6101 Hillcrest Avenue', 'postal-code': '75205', 'locality': 'Dallas'}",hotel,109345,Hotel Lumen - a Kimpton Hotel
3.5,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d98609-Reviews-Hotel_Indigo_Dallas_Downtown-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '1933 Main St.', 'postal-code': '75201', 'locality': 'Dallas'}",hotel,98609,Hotel Indigo Dallas Downtown
4.0,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d98728-Reviews-The_Westin_Galleria_Dallas-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '13340 Dallas Parkway', 'postal-code': '75240', 'locality': 'Dallas'}",hotel,98728,The Westin Galleria Dallas
4.0,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d122715-Reviews-Omni_Dallas_Hotel_at_Park_West-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '1590 LBJ Freeway', 'postal-code': '75234', 'locality': 'Dallas'}",hotel,122715,Omni Dallas Hotel at Park West
3.0,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d109456-Reviews-Wyndham_Dallas_Love_Field-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '3300 West Mockingbird Lane', 'postal-code': '75235', 'locality': 'Dallas'}",hotel,109456,Wyndham Dallas Love Field
5.0,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d659532-Reviews-Ritz_Carlton_Dallas-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '2121 McKinney Street', 'postal-code': '75201', 'locality': 'Dallas'}",hotel,659532,Ritz-Carlton Dallas
3.0,55711,http://www.tripadvisor.com/Hotel_Review-g55711-d224228-Reviews-Homewood_Suites_Dallas_Market_Center-Dallas_Texas.html,,,"{'region': 'TX', 'street-address': '2747 North Stemmans Freeway', 'postal-code': '75207', 'locality': 'Dallas'}",hotel,224228,Homewood Suites Dallas-Market Center
